Name	"node.degree"	"node.betw"	"node.stress"	"node.evcent"	"Clustering.Coefficient"	No. module	Zi	Pi
OTU1	3	771	11367	0.00064003877828239	0.333333333333333	3	-0.498237155165513	0.444444444444444
OTU2	4	638.5	26467	5.92287817846563e-07	0.333333333333333	3	0.714862005237476	0
OTU3	52	327.789040659208	33337	0.150624989986344	0.491704374057315	1	1.09652750604692	0.317307692307692
OTU4	54	109.700158864606	7185	0.161451173084706	0.534591194968553	1	1.48110100187273	0.235939643347051
OTU5	24	59.2551120177696	1385	0.070314216916368	0.463768115942029	1	-0.287937078925989	0
OTU6	58	206.98361206405	10198	0.167782594453408	0.49848759830611	1	1.25035690437724	0.401307966706302
OTU7	15	367.898190830998	16060	0.00728931040503241	0.247619047619048	0	0.797806928555375	0
OTU9	66	1341.77373747827	71980	0.158696943767436	0.354312354312354	0	1.64576172119137	0.546831955922865
OTU10	20	239.258303600154	33924	0.0288316699086524	0.515789473684211	0	1.22178432487337	0.18
OTU11	13	1032.30886872038	78781	0.0264283378063324	0.538461538461538	0	0.0911779346920428	0.355029585798816
OTU12	1	0	0	1.70424407424225e-78	0	19	0	0
OTU16	57	231.401235276984	10707	0.159498002712219	0.461779448621554	1	1.40418630270756	0.336718990458603
OTU19	11	1668.61499923444	23617	0.0213809675583557	0.381818181818182	1	-1.51857226556857	0.429752066115702
OTU20	4	517	26472	3.01967813884233e-08	0.333333333333333	3	0.714862005237476	0
OTU21	23	330.576962206425	9037	0.0507244659295641	0.41501976284585	3	2.53451074584196	0.582230623818526
OTU22	3	10.170173751487	87	0.00359311223496851	0.333333333333333	2	-0.710403334167472	0.444444444444444
OTU24	35	621.386565330579	18897	0.0940411137440218	0.240336134453782	1	0.250465815230141	0.20734693877551
OTU25	39	1154.63216092786	62855	0.0901468727835016	0.0688259109311741	0	-0.19147366285329	0.440499671268902
OTU27	4	0.271428571428571	2	0.00326352285188411	0.833333333333333	0	-0.756776857943956	0
OTU28	2	0	0	2.44488452038284e-62	1	9	0	0
OTU30	55	223.842571618084	9450	0.159668685396195	0.498989898989899	1	1.40418630270756	0.287603305785124
OTU31	2	45.4726860324227	1174	9.82542457420406e-05	0	4	-0.723922765993027	0
OTU33	2	5.17679885095693	62	0.00245085721695433	0	3	-1.10478673536701	0.5
OTU34	40	1000.50584573646	22501	0.0861607771661679	0.319230769230769	2	2.05227629870603	0.5875
OTU35	53	790.413221310383	28595	0.140183823889548	0.380261248185777	1	0.942698107716595	0.393022427910288
OTU39	1	0	0	3.20885909292487e-67	0	5	-1.22474487139159	0
OTU40	1	0	0	1.48872614414429e-08	0	3	-1.10478673536701	0
OTU41	3	0.181818181818182	2	0.00076501286137342	0.666666666666667	0	-0.898102656716622	0
OTU42	15	149.761392039539	1973	0.014681712332434	0.4	0	0.656481129782708	0.124444444444444
OTU43	7	8.38619663509253	294	0.0156149310486359	0.619047619047619	2	-0.710403334167472	0.571428571428571
OTU46	55	587.84426593352	42585	0.142382160328225	0.37979797979798	0	0.515155331010042	0.439669421487603
OTU49	1	0	0	1.70424407424225e-78	0	31	0	0
OTU53	1	0	0	1.70424407424225e-78	0	30	0	0
OTU55	39	859.131316532818	64094	0.0941075654169191	0.1417004048583	1	0.250465815230141	0.349769888231427
OTU56	16	201.579406350989	6077	0.020060932712856	0.4	0	0.797806928555375	0.1171875
OTU57	30	165.069402530974	4876	0.0747800475518249	0.418390804597701	2	1.49974037213133	0.633333333333333
OTU58	6	3.43617730804117	138	0.00481184322379055	0.666666666666667	0	-0.474125260398623	0
OTU59	3	2	2	2.86072632817946e-62	0.333333333333333	9	1.41421356237309	0
OTU61	2	3	3	4.81328863938731e-67	0	5	0.816496580927727	0
OTU62	12	21.0692013801363	416	0.010123316210405	0.636363636363636	0	0.373829532237376	0
OTU63	2	0	0	1.89649213623537e-06	1	2	-0.710403334167472	0
OTU65	3	4.57852691206834	310	0.00115362175036109	0	0	-0.898102656716622	0
OTU67	15	72.185569988703	17537	0.0268033762739492	0.6	0	0.515155331010042	0.231111111111111
OTU71	26	266.042681029453	6102	0.0302106146202562	0.4	0	1.92841331873671	0.210059171597633
OTU73	42	289.681382334169	19978	0.114329262317531	0.267131242740999	1	0.71195401022111	0.209750566893424
OTU75	33	381.233103078383	18693	0.0868736413554861	0.221590909090909	1	0.17355111606498	0.170798898071625
OTU76	2	0	0	6.83249128109558e-05	1	4	-0.723922765993027	0
OTU77	3	259	3491	0.00135748302282188	0.333333333333333	4	-0.723922765993027	0.444444444444444
OTU79	8	0.903280127491718	187	0.0239917738562819	0.678571428571429	1	-1.51857226556857	0
OTU80	1	0	0	1.70424407424225e-78	0	31	0	0
OTU81	48	410.024137229754	12834	0.142160937022194	0.490248226950355	1	1.01961280688176	0.261284722222222
OTU87	6	67.9505147154756	532	0.00457564353175365	0.2	3	0.108312425035981	0.5
OTU89	50	660.379742477337	34492	0.125905633612581	0.21469387755102	1	0.558124611890787	0.476
OTU90	1	0	0	1.70424407424225e-78	0	12	0	0
OTU91	1	0	0	1.70424407424225e-78	0	15	0	0
OTU94	31	99.9614206324514	3500	0.0882956043340872	0.387096774193548	1	0.17355111606498	0.0624349635796044
OTU95	50	277.622469516815	33258	0.146798186170196	0.48734693877551	1	0.865783408551434	0.364
OTU96	22	12.3724727357428	824	0.0618549847069118	0.233766233766234	1	-0.749425273916959	0.318181818181818
