Name	"node.degree"	"node.betw"	"node.stress"	"node.evcent"	"Clustering.Coefficient"	No. module	Zi	Pi
OTU1	25	558.067685125057	22804	0.0283692391309034	0.38	0	0.8971476663579	0.4352
OTU2	5	74	74	4.1359311976795e-49	0	6	2.10840654316489	0
OTU3	72	463.971291358125	17807	0.131956151125912	0.555946791862285	1	0.87576783248632	0.467592592592593
OTU4	72	341.10620474859	13904	0.134196759208928	0.577464788732394	0	0.8971476663579	0.40162037037037
OTU5	6	5.23375709989435	97	0.0010656153528287	0.866666666666667	0	-0.525491652828754	0
OTU6	70	424.808559791687	19114	0.124106300818967	0.523809523809524	1	0.771606069500072	0.478775510204082
OTU7	14	15.4324001314748	297	0.012199034121284	0.659340659340659	1	-1.15538654574552	0.336734693877551
OTU8	2	455.626303719966	7439	0.000211568151090059	0	0	-1.0428150416239	0
OTU9	73	394.671478670366	15863	0.134974491653556	0.572298325722983	1	1.29241488443131	0.331769562769751
OTU10	17	20.2584437097347	560	0.0267430600214676	0.727941176470588	1	-0.8949821382799	0.110726643598616
OTU11	72	949.359822505088	33407	0.129430709712664	0.53716744913928	1	0.979929595472569	0.448688271604938
OTU12	7	11.7553961968663	216	3.02744800214812e-34	0.714285714285714	3	0.935839825153829	0
OTU13	2	0	0	9.15338784651528e-49	1	6	-0.0916698497028211	0
OTU16	67	159.936061188526	8756	0.132396205266841	0.646766169154229	1	0.823686950993196	0.417910447761194
OTU17	1	0	0	1.95328883232401e-36	0	3	-1.00390090334683	0
OTU18	18	81.9774029043243	1912	0.0245288368172716	0.562091503267974	2	-0.0647523908238177	0.493827160493827
OTU19	9	61.2401383248015	1148	0.00122278593075611	0.555555555555556	0	-0.137499111232394	0
OTU20	3	216	468	1.41019474258375e-35	0	3	-0.35732066051328	0
OTU21	81	982.237549159257	42695	0.142493233288851	0.514814814814815	1	1.34449576592444	0.417619265355891
OTU22	14	60.9268889428708	2336	0.0172595623810264	0.56043956043956	0	-0.00816826403360749	0.408163265306122
OTU23	1	0	0	4.36287555857192e-66	0	25	0	0
OTU24	58	153.478284890245	7825	0.113896540457551	0.622504537205082	1	0.563282543527575	0.387039239001189
OTU25	69	221.898729078468	9512	0.133935762060979	0.630434782608696	1	1.24033400293819	0.291955471539593
OTU27	15	303.827386054133	29507	0.011423504992027	0.571428571428571	2	1.06841444859299	0
OTU28	2	0	0	0.000110728965742613	1	0	-1.0428150416239	0
OTU29	2	0	0	0.000326188637260136	1	0	-1.0428150416239	0
OTU30	49	379.007693627034	18432	0.0858665712066208	0.49234693877551	2	0.25900956329527	0.566430653894211
OTU31	5	31.393677612227	390	0.00129682231179799	0.3	8	1.04934436459421	0.32
OTU33	4	97.1886467705068	3764	0.00165239775260836	0.333333333333333	0	-1.0428150416239	0.625
OTU34	49	567.822324429242	18682	0.0940782424168244	0.603741496598639	1	0.459120780541327	0.253227821740941
OTU35	59	3575.25674671808	99242	0.0945105225633772	0.425482174167154	0	1.80246359674941	0.502154553289285
OTU37	1	0	0	1.11868725044417e-08	0	14	0	0
OTU39	2	44	44	1.62864054887046e-49	0	6	-0.0916698497028211	0
OTU40	4	14.5	15	1.2566345428608e-48	0.333333333333333	6	1.37504774554232	0
OTU41	1	0	0	5.03663823069506e-05	0	7	-1.29903810567666	0
OTU42	68	280.697707856898	13063	0.128708402527555	0.596136962247586	1	1.34449576592444	0.235726643598616
OTU43	4	0.592198926461562	13	0.000945091588702244	0.833333333333333	7	-0.866025403784439	0.5
OTU46	50	1340.56270651919	58777	0.0800334642114802	0.475918367346939	0	1.54380190235183	0.5144
OTU47	46	165.273894519692	8424	0.0875432953324609	0.591304347826087	1	0.407039899048203	0.199432892249527
OTU48	5	141.23567636184	3599	0.00216184585058951	0.5	0	-0.654822500027541	0
OTU49	9	23.1946841603083	514	0.00176859377981729	0.583333333333333	0	-0.137499111232394	0
OTU50	2	2	2	2.75934366497182e-58	0	11	1	0
OTU51	2	0	0	4.31795235593516e-05	1	12	0	0
OTU55	75	540.605081940763	21981	0.138190134694278	0.566846846846847	1	1.44865752891069	0.308266666666667
OTU56	30	318.409224533309	18976	0.0505455492706727	0.103448275862069	0	-0.00816826403360749	0.486666666666667
OTU57	45	319.478120549654	17860	0.0899807622380147	0.636363636363636	1	0.302878136061955	0.236049382716049
OTU58	1	0	0	4.36287555857192e-66	0	38	0	0
OTU59	7	302.701692601308	5176	0.00268274949924952	0.523809523809524	0	-0.396160805629968	0
OTU61	9	172.166666666667	1094	2.91885453823283e-35	0.0833333333333333	3	1.58242006798738	0
OTU62	22	492.826686958592	9702	0.0327147579223293	0.519480519480519	1	-0.582496849321155	0
OTU64	3	27	27	2.89551412066473e-50	0	6	0.641688947919748	0
OTU67	29	1092.99432328868	17281	0.0358956348412938	0.428571428571429	2	0.25900956329527	0.532699167657551
OTU71	30	430.484832683668	8695	0.0348162273305061	0.386206896551724	2	1.06841444859299	0.58
OTU72	1	0	0	4.87376192240651e-49	0	6	-0.82502864732539	0
OTU73	42	61.7644893673537	5514	0.073322047869082	0.54123112659698	1	0.0424737285963341	0.327664399092971
OTU74	1	0	0	0.000596771615362674	0	2	-1.19791923024063	0
OTU75	41	237.699473917528	12393	0.0599272464106805	0.359756097560976	2	1.71593835683117	0.565139797739441
OTU76	4	4.50441264988987	65	0.00282750152676943	0.5	4	-0.468521285665818	0.5
OTU77	59	1251.06240479425	56282	0.0946967735704979	0.451782583284629	0	1.54380190235183	0.561907497845447
OTU79	1	0	0	4.27962592410877e-49	0	6	-0.82502864732539	0
OTU80	19	945.847777305036	18962	0.0115797311769682	0.380116959064327	0	1.15580936075547	0
OTU81	68	232.318267348632	11582	0.129222743971317	0.599209833187006	1	0.823686950993196	0.441608996539792
OTU82	4	551.390469659228	19830	0.000573847066698651	0.166666666666667	5	0	0.625
OTU83	2	0	0	9.15338784651528e-49	1	6	-0.0916698497028211	0
OTU85	4	162.52532025707	6451	0.00203823250112155	0.5	0	-0.784153347226328	0
OTU86	6	1.54934903210777	35	0.00149443029033449	0.866666666666667	7	0.433012701892219	0.277777777777778
OTU89	78	458.265829619485	39637	0.121875308799285	0.284382284382284	1	1.08409135845882	0.472057856673241
